game_id	attendance	team1	team2	goals	tie	pk	stage	round	year	date	time	stadium	home	lat	long	referee	booked	url
226	22000	Algeria	Northern Ireland	1-1	False	False	GROUP STAGE	False	1986	3-06-1986 (12:00 h)	12:00 	Tres de Marzo (Guadalajara)	Mexico	20.693721	-103.416123	Valerij Butenko (USSR)		1986_MEXICO_FS.htm
227	19998	Portugal	England	1-0	False	False	GROUP STAGE	False	1986	3-06-1986 (16:00 h)	16:00 	Estadio TecnolÃ³gico (Monterrey)	Mexico	25.652274	-100.286414	Volker Roth (FRG)		1986_MEXICO_FS.htm
228	24000	Paraguay	Iraq	1-0	False	False	GROUP STAGE	False	1986	4-06-1986 (12:00 h)	12:00 	La Bombonera (Toluca)	Mexico	19.287273	-99.666849	Edwin Picon-Ackong (MRI)		1986_MEXICO_FS.htm
229	30500	Uruguay	FRG	1-1	False	False	GROUP STAGE	False	1986	4-06-1986 (12:00 h)	12:00 	La Corregidora (QuerÃ©taro)	Mexico	20.5426931	-100.4512523	VojtÄch Christov (CZE)		1986_MEXICO_FS.htm
230	18000	Scotland	Denmark	0-1	False	False	GROUP STAGE	False	1986	4-06-1986 (16:00 h)	16:00 	Estadio Neza '86 (NezahualcÃ³yotl)	Mexico	19.405818	-98.987052	Lajos NÃ©meth (HUN)		1986_MEXICO_FS.htm
231	32000	Italy	Argentina	1-1	False	False	GROUP STAGE	False	1986	5-06-1986 (12:00 h)	12:00 	Estadio CuauhtÃ©moc (Puebla)	Mexico	19.07785	-98.16441	Jan Keizer (NED)		1986_MEXICO_FS.htm
232	36540	France	Soviet Union	1-1	False	False	GROUP STAGE	False	1986	5-06-1986 (12:00 h)	12:00 	Nou Camp (LeÃ³n)	Mexico	21.117303	-101.666599	Romualdo Arppi Filho (BRA)		1986_MEXICO_FS.htm
233	45000	South Korea	Bulgaria	1-1	False	False	GROUP STAGE	False	1986	5-06-1986 (16:00 h)	16:00 	Estadio OlÃ­mpico âMÃ©xico 68â (MÃ©xico D.F.)	Mexico	19.2461483	-103.7012399	Fallaj al-Shanar (KSA)		1986_MEXICO_FS.htm
234	13800	Hungary	Canada	2-0	False	False	GROUP STAGE	False	1986	6-06-1986 (12:00 h)	12:00 	RevoluciÃ³n Mexicana (Irapuato)	Mexico	20.6894017	-101.3689291	Jamal al-Sharif (SYR)		1986_MEXICO_FS.htm
235	47000	Brazil	Algeria	1-0	False	False	GROUP STAGE	False	1986	6-06-1986 (12:00 h)	12:00 	Estadio Jalisco (Guadalajara)	Mexico	20.704995	-103.328177	RÃ³mulo MÃ©ndez (GUA)		1986_MEXICO_FS.htm
236	20200	England	Morocco	-	False	False	GROUP STAGE	False	1986	6-06-1986 (16:00 h)	16:00 	Estadio TecnolÃ³gico (Monterrey)	Mexico	25.652274	-100.286414	Gabriel GonzÃ¡lez (PAR)		1986_MEXICO_FS.htm
237	114600	Mexico	Paraguay	1-1	False	False	GROUP STAGE	False	1986	7-06-1986 (12:00 h)	12:00 	Estadio Azteca (MÃ©xico D.F.)	Mexico	19.302861	-99.150528	George Courtney (ENG)		1986_MEXICO_FS.htm
238	28000	Northern Ireland	Spain	1-2	False	False	GROUP STAGE	False	1986	7-06-1986 (12:00 h)	12:00 	Tres de Marzo (Guadalajara)	Mexico	20.693721	-103.416123	Horst Brummeier (AUT)		1986_MEXICO_FS.htm
239	19915	Poland	Portugal	1-0	False	False	GROUP STAGE	False	1986	7-06-1986 (16:00 h)	16:00 	Estadio Universitario (Monterrey)	Mexico	25.72252	-100.312022	Ali Ben Nasser (TUN)		1986_MEXICO_FS.htm
240	10000	Iraq	Belgium	1-2	False	False	GROUP STAGE	False	1986	8-06-1986 (12:00 h)	12:00 	La Bombonera (Toluca)	Mexico	19.287273	-99.666849	JesÃºs DÃ­az Palacios (COL)		1986_MEXICO_FS.htm
241	25000	FRG	Scotland	2-1	False	False	GROUP STAGE	False	1986	8-06-1986 (12:00 h)	12:00 	La Corregidora (QuerÃ©taro)	Mexico	20.5426931	-100.4512523	Ion Igna (ROM)		1986_MEXICO_FS.htm
242	26500	Denmark	Uruguay	6-1	False	False	GROUP STAGE	False	1986	8-06-1986 (16:00 h)	16:00 	Estadio Neza '86 (NezahualcÃ³yotl)	Mexico	19.405818	-98.987052	Antonio MÃ¡rquez RamÃ­rez (MEX)		1986_MEXICO_FS.htm
243	31420	Hungary	France	0-3	False	False	GROUP STAGE	False	1986	9-06-1986 (12:00 h)	12:00 	Nou Camp (LeÃ³n)	Mexico	21.117303	-101.666599	Carlos Alberto da Silva Valente (POR)		1986_MEXICO_FS.htm
244	14200	Soviet Union	Canada	2-0	False	False	GROUP STAGE	False	1986	9-06-1986 (12:00 h)	12:00 	RevoluciÃ³n Mexicana (Irapuato)	Mexico	20.6894017	-101.3689291	Idrissa TraorÃ© (MLI)		1986_MEXICO_FS.htm
245	20000	South Korea	Italy	2-3	False	False	GROUP STAGE	False	1986	10-06-1986 (12:00 h)	12:00 	Estadio CuauhtÃ©moc (Puebla)	Mexico	19.07785	-98.16441	David Socha (USA)		1986_MEXICO_FS.htm
246	45000	Argentina	Bulgaria	2-0	False	False	GROUP STAGE	False	1986	10-06-1986 (12:00 h)	12:00 	Estadio OlÃ­mpico âMÃ©xico 68â (MÃ©xico D.F.)	Mexico	19.2461483	-103.7012399	Berny Ulloa (CRC)		1986_MEXICO_FS.htm
247	10000	Paraguay	Belgium	2-2	False	False	GROUP STAGE	False	1986	11-06-1986 (12:00 h)	12:00 	La Bombonera (Toluca)	Mexico	19.287273	-99.666849	Bogdan Dochev (BUL)		1986_MEXICO_FS.htm
248	103763	Iraq	Mexico	0-1	False	False	GROUP STAGE	False	1986	11-06-1986 (12:00 h)	12:00 	Estadio Azteca (MÃ©xico D.F.)	Mexico	19.302861	-99.150528	Zoran PetroviÄ (YUG)		1986_MEXICO_FS.htm
249	22600	England	Poland	3-0	False	False	GROUP STAGE	False	1986	11-06-1986 (16:00 h)	16:00 	Estadio Universitario (Monterrey)	Mexico	25.72252	-100.312022	AndrÃ© Daina (SWI)		1986_MEXICO_FS.htm
250	18000	Portugal	Morocco	1-3	False	False	GROUP STAGE	False	1986	11-06-1986 (16:00 h)	16:00 	Estadio Jalisco (Guadalajara)	Mexico	20.704995	-103.328177	Alan Snoddy (NIR)		1986_MEXICO_FS.htm
251	46500	Northern Ireland	Brazil	0-3	False	False	GROUP STAGE	False	1986	12-06-1986 (12:00 h)	12:00 	Estadio Jalisco (Guadalajara)	Mexico	20.704995	-103.328177	Siegfried Kirschen (GDR)		1986_MEXICO_FS.htm
252	23980	Algeria	Spain	0-3	False	False	GROUP STAGE	False	1986	12-06-1986 (12:00 h)	12:00 	Estadio TecnolÃ³gico (Monterrey)	Mexico	25.652274	-100.286414	Shizuo Takada (JAP)		1986_MEXICO_FS.htm
253	28500	Denmark	FRG	2-0	False	False	GROUP STAGE	False	1986	13-06-1986 (12:00 h)	12:00 	La Corregidora (QuerÃ©taro)	Mexico	20.5426931	-100.4512523	Alexis Ponnet (BEL)		1986_MEXICO_FS.htm
254	20000	Scotland	Uruguay	-	False	False	GROUP STAGE	False	1986	13-06-1986 (12:00 h)	12:00 	Estadio Neza '86 (NezahualcÃ³yotl)	Mexico	19.405818	-98.987052	JoÃ«l Quiniou (FRA)		1986_MEXICO_FS.htm
255	114580	MÃ©xico	Bulgaria	2-0	False	False	1/8 FINAL	False	1986	15-06-1986 (12:00 h)	12:00 	Estadio Azteca (MÃ©xico D.F.)	Mexico	19.302861	-99.150528	Romualdo Arppi Filho (BRA)	Arabov (58')	1986_MEXICO_FS.htm
256	32277	Soviet Union	Belgium	3-4	False	False	1/8 FINAL	False	1986	15-06-1986 (16:00 h)	16:00 	Nou Camp (LeÃ³n)	Mexico	21.117303	-101.666599	Erik Fredriksson (SWE)	Renquin (65')	1986_MEXICO_FS.htm
257	45000	Brazil	Poland	4-0	False	False	1/8 FINAL	False	1986	16-06-1986 (12:00 h)	12:00 	Estadio Jalisco (Guadalajara)	Mexico	20.704995	-103.328177	Volker Roth (FRG)	Careca (36'), Edinho (83') / Dziekanowski (13'), Boniek (30'), Smolarek (32')	1986_MEXICO_FS.htm
258	26000	Argentina	Uruguay	1-0	False	False	1/8 FINAL	False	1986	16-06-1986 (16:00 h)	16:00 	Estadio CuauhtÃ©moc (Puebla)	Mexico	19.07785	-98.16441	Luigi Agnolin (ITA)	GarrÃ© (30'), Brown (49'), Pumpido (83') / Francescoli (35'), Acevedo (58'), SantÃ­n (68'), Da Silva (85')	1986_MEXICO_FS.htm
259	71449	Italy	France	0-2	False	False	1/8 FINAL	False	1986	17-06-1986 (12:00 h)	12:00 	Estadio OlÃ­mpico âMÃ©xico 68â (MÃ©xico D.F.)	Mexico	19.2461483	-103.7012399	Carlos Alfonso EspÃ³sito (ARG)	De Napoli (16'), Di Gennaro (67') / Ayache (40')	1986_MEXICO_FS.htm
260	19800	Morocco	FRG	0-1	False	False	1/8 FINAL	False	1986	17-06-1986 (16:00 h)	16:00 	Estadio Universitario (Monterrey)	Mexico	25.72252	-100.312022	Zoran PetroviÄ (YUG)	Lamriss (29'), Khalifa (65')	1986_MEXICO_FS.htm
261	98728	England	Paraguay	3-0	False	False	1/8 FINAL	False	1986	18-06-1986 (12:00 h)	12:00 	Estadio Azteca (MÃ©xico D.F.)	Mexico	19.302861	-99.150528	Jamal al-Sharif (SYR)	Martin (37'), Hodge (67') / Nunes (60')	1986_MEXICO_FS.htm
262	38500	Denmark	Spain	1-5	False	False	1/8 FINAL	False	1986	18-06-1986 (16:00 h)	16:00 	La Corregidora (QuerÃ©taro)	Mexico	20.5426931	-100.4512523	Jan Keizer (NED)	Andersen (26') / Goicoechea (27'), Camacho (32'), MÃ­chel (60')	1986_MEXICO_FS.htm
263	65677	Brazil	France	1-1	False	0-0 (SÃ³crates [saved]); 0-1 (Stopyra) / 1-1 (AlemÃ£o); 1-2 (AmorÃ³s) / 2-2 (Zico); 2-3 (Bellone) / 3-3 (Branco); 3-3 (Platini [out]) / 3-3 (JÃºlio CÃ©sar [out]); 3-4 (FernÃ¡ndez)	1/4 FINAL	False	1986	21-06-1986 (12:00 h)	12:00 	Estadio Jalisco (Guadalajara)	Mexico	20.704995	-103.328177	Ion Igna (ROM)	-	1986_MEXICO_FS.htm
264	44386	FRG	Mexico	-	False	1-0 (Allofs); 1-1 (Negrete) / 2-1 (Brehme); 2-1 (Quirarte [saved]) / 3-1 (MatthÃ¤us); 3-1 (ServÃ­n [saved]) / 4-1 (Littbarski)	1/4 FINAL	False	1986	21-06-1986 (16:00 h)	16:00 	Estadio Universitario (Monterrey)	Mexico	25.72252	-100.312022	JesÃºs DÃ­az Palacios (COL)	Allofs (27'), FÃ¶rster (56'), Berthold (RC 64'), MatthÃ¤us (86') / Aguirre (20'), Quirarte (27'), De los Cobos (75'), ServÃ­n (83'), Hugo SÃ¡nchez (94'), Aguirre (100' > RC)	1986_MEXICO_FS.htm
265	114580	Argentina	England	2-1	False	False	1/4 FINAL	False	1986	22-06-1986 (12:00 h)	12:00 	Estadio Azteca (MÃ©xico D.F.)	Mexico	19.302861	-99.150528	Ali Ben Nasser (TUN)	Batista (60') / Fenwick (9')	1986_MEXICO_FS.htm
266	45000	Spain	Belgium	1-1	False	1-0 (SeÃ±or); 1-1 (Claesen) / 1-1 (Eloy [saved]); 1-2 (Scifo) / 2-2 (Chendo); 2-3 (Broos) / 3-3 (ButragueÃ±o); 3-4 (Vervoort) / 4-4 (VÃ­ctor); 4-5 (L. van der Elst)	1/4 FINAL	False	1986	22-06-1986 (16:00 h)	16:00 	Estadio CuauhtÃ©moc (Puebla)	Mexico	19.07785	-98.16441	Siegfried Kirschen (GDR)	TomÃ¡s (39'), CalderÃ© (44') / Demol (24'), GrÃ¼n (115')	1986_MEXICO_FS.htm
267	47500	France	FRG	0-2	False	False	1/2 FINAL	False	1986	25-06-1986 (12:00 h)	12:00 	Estadio Jalisco (Guadalajara)	Mexico	20.704995	-103.328177	Luigi Agnolin (ITA)	FernÃ¡ndez (89') / Magath (59')	1986_MEXICO_FS.htm
268	110420	Argentina	Belgium	2-0	False	False	1/2 FINAL	False	1986	25-06-1986 (16:00 h)	16:00 	Estadio Azteca (MÃ©xico D.F.)	Mexico	19.302861	-99.150528	Antonio MÃ¡rquez RamÃ­rez (MEX)	Valdano (33') / Veyt (27')	1986_MEXICO_FS.htm
269	21500	France	Belgium	4-2	False	False	PLACES 3-4	False	1986	28-06-1986 (12:00 h)	12:00 	Estadio CuauhtÃ©moc (Puebla)	Mexico	19.07785	-98.16441	George Courtney (ENG)	Pfaff (63')	1986_MEXICO_FS.htm
270	114580	Argentina	FRG	3-2	False	False	FINAL ROUND	False	1986	29-06-1986 (12:00 h)	12:00 	Estadio Azteca (MÃ©xico D.F.)	Mexico	19.302861	-99.150528	Romualdo Arppi Filho (BRA)	Maradona (17â), Olarticoechea (77â), Enrique (81â), Pumpido (85â) / MatthÃ¤us (21â), Briegel (62â)	1986_MEXICO_FS.htm
271	27152	Switzerland	Germany	1-1	False	False	FIRST ROUND	False	1938	4-06-1938 (18:00 h)	18:00 	Parc des Princes (Paris)	France	48.841785	2.252239	Jean Langenus (BEL)		1938_FRANCE_FS.htm
272	18826	Italy	Norway	2-1	False	False	FIRST ROUND	False	1938	5-06-1938 (17:00 h)	17:00 	VÃ©lodrome (Marseille)	France	43.269827	5.395887	Alois Beranek (GER)		1938_FRANCE_FS.htm
273	30454	France	Belgium	3-1	False	False	FIRST ROUND	False	1938	5-06-1938 (17:00 h)	17:00 	Stade Olympique de Colombes (Paris)	France	48.929266	2.247777	Hans WÃ¼thrich (SWI)		1938_FRANCE_FS.htm
274	9091	Hungary	Dutch East Indies	6-0	False	False	FIRST ROUND	False	1938	5-06-1938 (17:00 h)	17:00 	VÃ©lodrome Municipal (Reims)	France	49.258329	4.031696	Roger ConriÃ© (FRA)		1938_FRANCE_FS.htm
275	6707	Cuba	Romania	3-3	False	False	FIRST ROUND	False	1938	5-06-1938 (17:00 h)	17:00 	Chapou (Toulouse)	France	43.609095	1.418115	Giuseppe Scarpi (ITA)		1938_FRANCE_FS.htm
276	13452	Brazil	Poland	6-5	False	False	FIRST ROUND	False	1938	5-06-1938 (17:30 h)	17:30 	Stade de la Meinau (Strasbourg)	France	48.560037	7.755125	Ivan Eklind (SWE)		1938_FRANCE_FS.htm
277	10550	Czechoslovakia	Netherlands	3-0	False	False	FIRST ROUND	False	1938	5-06-1938 (18:30 h)	18:30 	Stade de la CavÃ©e Verte (Le Havre)	France	49.49437	0.107929	Lucien Leclercq (FRA)		1938_FRANCE_FS.htm
279	20025	Switzerland	Germany	4-2	True	False	FIRST ROUND	False	1938	9-06-1938 (18:00 h)	18:00 	Parc des Princes (Paris)	France	48.841785	2.252239	Ivan Eklind (SWE)		1938_FRANCE_FS.htm
280	7536	Cuba	Romania	2-1	True	False	FIRST ROUND	False	1938	9-06-1938 (18:00 h)	18:00 	Chapou (Toulouse)	France	43.609095	1.418115	Alfred Birlem (GER)		1938_FRANCE_FS.htm
281	58455	Italy	France	3-1	False	False	1/4 FINAL	False	1938	12-06-1938 (17:00 h)	17:00 	Stade Olympique de Colombes (Paris)	France	48.929266	2.247777	Louis Baert (BEL)		1938_FRANCE_FS.htm
282	22021	Brazil	Czechoslovakia	1-1	False	False	1/4 FINAL	False	1938	12-06-1938 (17:00 h)	17:00 	Parc Lescure (Bordeaux)	France	44.829236	-0.598309	Paul von Hertzka (HUN)		1938_FRANCE_FS.htm
283	14800	Hungary	Switzerland	2-0	False	False	1/4 FINAL	False	1938	12-06-1938 (17:00 h)	17:00 	Victor Boucquey (Lille)	France	50.62925	3.057256	Rinaldo Barlassina (ITA)		1938_FRANCE_FS.htm
284	6846	Sweden	Cuba	8-0	False	False	1/4 FINAL	False	1938	12-06-1938 (17:00 h)	17:00 	Fort CarrÃ© (Antibes)	France	43.589005	7.127802	Augustin Krist (CZE)		1938_FRANCE_FS.htm
285	18141	Brazil	Czechoslovakia	2-1	False	False	1/4 FINAL	False	1938	14-06-1938 (18:00 h)	18:00 	Parc Lescure (Bordeaux)	France	44.829236	-0.598309	George Capdeville (FRA)		1938_FRANCE_FS.htm
286	33000	Italy	Brazil	2-1	False	False	1/2 FINAL	False	1938	16-06-1938 (18:00 h)	18:00 	VÃ©lodrome (Marseille)	France	43.269827	5.395887	Hans WÃ¼thrich (SWI)		1938_FRANCE_FS.htm
287	20155	Hungary	Sweden	5-1	False	False	1/2 FINAL	False	1938	16-06-1938 (18:00 h)	18:00 	Parc des Princes (Paris)	France	48.841785	2.252239	Lucien Leclercq (FRA)		1938_FRANCE_FS.htm
288	12500	Brazil	Sweden	4-2	False	False	PLACES 3-4	False	1938	19-06-1938 (17:00 h)	17:00 	Parc Lescure (Bordeaux)	France	44.829236	-0.598309	Jean Langenus (BEL)		1938_FRANCE_FS.htm
289	45124	Italy	Hungary	4-2	False	False	FINAL ROUND	False	1938	19-06-1938 (17:00 h)	17:00 	Stade Olympique de Colombes (Paris)	France	48.929266	2.247777	George Capdeville (FRA)		1938_FRANCE_FS.htm
290	81649	Brazil	Mexico	4-0	False	False	GROUP STAGE	False	1950	24-06-1950 (15:00 h)	15:00 	MaracanÃ£ (Rio de Janeiro)	Brazil	-22.912109	-43.230156	George Reader (ENG)		1950_BRAZIL_FS.htm
291	29703	England	Chile	2-0	False	False	GROUP STAGE	False	1950	25-06-1950 (15:00 h)	15:00 	MaracanÃ£ (Rio de Janeiro)	Brazil	-22.912109	-43.230156	Karel van der Meer (NED)		1950_BRAZIL_FS.htm
292	9511	Spain	USA	3-1	False	False	GROUP STAGE	False	1950	25-06-1950 (15:00 h)	15:00 	Durival de Britto e Silva (Curitiba)	Brazil	-25.439496	-49.255834	MÃ¡rio GonÃ§alves Vianna (BRA)		1950_BRAZIL_FS.htm
293	36502	Sweden	Italy	3-2	False	False	GROUP STAGE	False	1950	25-06-1950 (15:00 h)	15:00 	Pacaembu (SÃ£o Paulo)	Brazil	-21.563131	-51.2658432	Jean Lutz (SWI)		1950_BRAZIL_FS.htm
294	7336	Yugoslavia	Switzerland	3-0	False	False	GROUP STAGE	False	1950	25-06-1950 (18:00 h)	18:00 	EstÃ¡dio IndependÃªncia (Belo Horizonte)	Brazil	-19.908352	-43.916941	Giovanni Galeati (ITA)		1950_BRAZIL_FS.htm
295	42032	Brazil	Switzerland	2-2	False	False	GROUP STAGE	False	1950	28-06-1950 (15:00 h)	15:00 	Pacaembu (SÃ£o Paulo)	Brazil	-21.563131	-51.2658432	RamÃ³n AzÃ³n (SPA)		1950_BRAZIL_FS.htm
296	11078	Yugoslavia	Mexico	4-1	False	False	GROUP STAGE	False	1950	28-06-1950 (15:15 h)	15:15 	EstÃ¡dio dos Eucaliptos (Porto Alegre)	Brazil	-30.031098	-51.155026	Reginald Leafe (ENG)		1950_BRAZIL_FS.htm
297	19790	Spain	Chile	2-0	False	False	GROUP STAGE	False	1950	29-06-1950 (15:00 h)	15:00 	MaracanÃ£ (Rio de Janeiro)	Brazil	-22.912109	-43.230156	Alberto da Gama Malcher (BRA)		1950_BRAZIL_FS.htm
298	7903	Sweden	Paraguay	2-2	False	False	GROUP STAGE	False	1950	29-06-1950 (15:30 h)	15:30 	Durival de Britto e Silva (Curitiba)	Brazil	-25.439496	-49.255834	George Mitchell (SCO)		1950_BRAZIL_FS.htm
299	10151	USA	England	1-0	False	False	GROUP STAGE	False	1950	29-06-1950 (18:00 h)	18:00 	EstÃ¡dio IndependÃªncia (Belo Horizonte)	Brazil	-19.908352	-43.916941	Generoso Dattilo (ITA)		1950_BRAZIL_FS.htm
300	142429	Brazil	Yugoslavia	2-0	False	False	GROUP STAGE	False	1950	1-07-1950 (15:00 h)	15:00 	MaracanÃ£ (Rio de Janeiro)	Brazil	-22.912109	-43.230156	Mervyn Griffiths (WAL)		1950_BRAZIL_FS.htm
301	74462	Spain	England	1-0	False	False	GROUP STAGE	False	1950	2-07-1950 (15:00 h)	15:00 	MaracanÃ£ (Rio de Janeiro)	Brazil	-22.912109	-43.230156	Giovanni Galeati (ITA)		1950_BRAZIL_FS.htm
302	25811	Italy	Paraguay	2-0	False	False	GROUP STAGE	False	1950	2-07-1950 (15:00 h)	15:00 	Pacaembu (SÃ£o Paulo)	Brazil	-21.563131	-51.2658432	Arthur Ellis (ENG)		1950_BRAZIL_FS.htm
303	5284	Uruguay	Bolivia	8-0	False	False	GROUP STAGE	False	1950	2-07-1950 (15:00 h)	15:00 	EstÃ¡dio IndependÃªncia (Belo Horizonte)	Brazil	-19.908352	-43.916941	George Reader (ENG)		1950_BRAZIL_FS.htm
304	3580	Switzerland	Mexico	2-1	False	False	GROUP STAGE	False	1950	2-07-1950 (15:15 h)	15:15 	EstÃ¡dio dos Eucaliptos (Porto Alegre)	Brazil	-30.031098	-51.155026	Ivan Eklind (SWE)		1950_BRAZIL_FS.htm
305	8501	Chile	USA	5-2	False	False	GROUP STAGE	False	1950	2-07-1950 (18:00 h)	18:00 	Ilha do Retiro (Recife)	Brazil	-8.0649019	-34.9051721	MÃ¡rio Gardelli (BRA)		1950_BRAZIL_FS.htm
306	138886	Brazil	Sweden	7-1	False	False	FINAL ROUND	False	1950	9-07-1950 (15:00 h)	15:00 	MaracanÃ£ (Rio de Janeiro)	Brazil	-22.912109	-43.230156	Arthur Ellis (ENG)		1950_BRAZIL_FS.htm
307	44802	Uruguay	Spain	2-2	False	False	FINAL ROUND	False	1950	9-07-1950 (15:00 h)	15:00 	Pacaembu (SÃ£o Paulo)	Brazil	-21.563131	-51.2658432	Mervyn Griffiths (WAL)		1950_BRAZIL_FS.htm
308	7987	Uruguay	Sweden	3-2	False	False	FINAL ROUND	False	1950	13-07-1950 (15:00 h)	15:00 	Pacaembu (SÃ£o Paulo)	Brazil	-21.563131	-51.2658432	Giovanni Galeati (ITA)		1950_BRAZIL_FS.htm
309	152772	Brazil	Spain	6-1	False	False	FINAL ROUND	False	1950	13-07-1950 (15:00 h)	15:00 	MaracanÃ£ (Rio de Janeiro)	Brazil	-22.912109	-43.230156	Reginald Leafe (ENG)		1950_BRAZIL_FS.htm
310	11227	Sweden	Spain	3-1	False	False	FINAL ROUND	False	1950	16-07-1950 (15:00 h)	15:00 	Pacaembu (SÃ£o Paulo)	Brazil	-21.563131	-51.2658432	Karel van der Meer (NED)		1950_BRAZIL_FS.htm
311	179854	Uruguay	Brazil	2-1	False	False	FINAL ROUND	False	1950	16-07-1950 (15:00 h)	15:00 	MaracanÃ£ (Rio de Janeiro)	Brazil	-22.912109	-43.230156	George Reader (ENG)		1950_BRAZIL_FS.htm
312	63117	Germany	Bolivia	1-0	False	False	GROUP STAGE	False	1994	17-06-1994 (14:00 h)	14:00 	Soldier Field (Chicago)	USA	41.862313	-87.616688	Arturo Brizio Carter (MEX)		1994_USA_FS.htm
313	56247	Spain	South Korea	2-2	False	False	GROUP STAGE	False	1994	17-06-1994 (18:30 h)	18:30 	Cotton Bowl (Dallas)	USA	32.779018	-96.760331	Peter Mikkelsen (DEN)		1994_USA_FS.htm
314	74826	Italy	Ireland	0-1	False	False	GROUP STAGE	False	1994	18-06-1994 (16:00 h)	16:00 	Giants Stadium (New Jersey, New York)	USA	40.81284	-74.074209	Mario van der Ende (NED)		1994_USA_FS.htm
315	91865	Colombia	Romania	1-3	False	False	GROUP STAGE	False	1994	18-06-1994 (16:30 h)	16:30 	Rose Bowl (Pasadena, Los Angeles)	USA	34.161328	-118.167646	Jamal al-Sharif (SYR)		1994_USA_FS.htm
316	73425	USA	Switzerland	1-1	False	False	GROUP STAGE	False	1994	18-06-1994 (17:30 h)	17:30 	Pontiac Silverdome (Detroit)	USA	42.64579	-83.254856	Francisco Ãscar Lamolina (ARG)		1994_USA_FS.htm
317	60790	Belgium	Morocco	1-0	False	False	GROUP STAGE	False	1994	19-06-1994 (12:30 h)	12:30 	Citrus Bowl (Orlando)	USA	28.538604	-81.402564	JosÃ© JoaquÃ­n Torres (COL)		1994_USA_FS.htm
318	52359	Norway	Mexico	1-0	False	False	GROUP STAGE	False	1994	19-06-1994 (16:00 h)	16:00 	RFK Memorial Stadium (Washington D.C.)	USA	38.890104	-76.971799	SÃ¡ndor Puhl (HUN)		1994_USA_FS.htm
319	83959	Cameroon	Sweden	2-2	False	False	GROUP STAGE	False	1994	19-06-1994 (16:30 h)	16:30 	Rose Bowl (Pasadena, Los Angeles)	USA	34.161328	-118.167646	Alberto Tejada (PER)		1994_USA_FS.htm
320	52535	Netherlands	Saudi Arabia	2-1	False	False	GROUP STAGE	False	1994	20-06-1994 (12:30 h)	12:30 	RFK Memorial Stadium (Washington D.C.)	USA	38.890104	-76.971799	Manuel DÃ­az Vega (SPA)		1994_USA_FS.htm
321	81061	Brazil	Russia	2-0	False	False	GROUP STAGE	False	1994	20-06-1994 (13:00 h)	13:00 	Stanford Stadium (Palo Alto, San Francisco)	USA	37.433974	-122.161903	An-Yan Lim Kee Chong (MAU)		1994_USA_FS.htm
322	53486	Argentina	Greece	4-0	False	False	GROUP STAGE	False	1994	21-06-1994 (12:00 h)	12:00 	Foxboro Stadium (Foxboro, Boston)	USA	42.090946	-71.264346	Arturo Ãngeles (USA)		1994_USA_FS.htm
323	63113	Germany	Spain	1-1	False	False	GROUP STAGE	False	1994	21-06-1994 (15:00 h)	15:00 	Soldier Field (Chicago)	USA	41.862313	-87.616688	Ernesto Filippi (URU)		1994_USA_FS.htm
324	44932	Nigeria	Bulgaria	3-0	False	False	GROUP STAGE	False	1994	21-06-1994 (18:30 h)	18:30 	Cotton Bowl (Dallas)	USA	32.779018	-96.760331	Rodrigo Badilla (CRC)		1994_USA_FS.htm
325	61428	Romania	Switzerland	1-4	False	False	GROUP STAGE	False	1994	22-06-1994 (16:00 h)	16:00 	Pontiac Silverdome (Detroit)	USA	42.64579	-83.254856	Neji Jouini (TUN)		1994_USA_FS.htm
326	93194	USA	Colombia	2-1	False	False	GROUP STAGE	False	1994	22-06-1994 (16:30 h)	16:30 	Rose Bowl (Pasadena, Los Angeles)	USA	34.161328	-118.167646	Fabio Baldas (ITA)		1994_USA_FS.htm
327	74624	Italy	Norway	1-0	False	False	GROUP STAGE	False	1994	23-06-1994 (16:00 h)	16:00 	Giants Stadium (New Jersey, New York)	USA	40.81284	-74.074209	Hellmut Krug (GER)		1994_USA_FS.htm
328	53456	South Korea	Bolivia	-	False	False	GROUP STAGE	False	1994	23-06-1994 (19:30 h)	19:30 	Foxboro Stadium (Foxboro, Boston)	USA	42.090946	-71.264346	Leslie Mottram (SCO)		1994_USA_FS.htm
329	61219	Mexico	Ireland	2-1	False	False	GROUP STAGE	False	1994	24-06-1994 (12:30 h)	12:30 	Citrus Bowl (Orlando)	USA	28.538604	-81.402564	Kurt RÃ¶thlisberger (SWI)		1994_USA_FS.htm
330	83401	Brazil	Cameroon	3-0	False	False	GROUP STAGE	False	1994	24-06-1994 (13:00 h)	13:00 	Stanford Stadium (Palo Alto, San Francisco)	USA	37.433974	-122.161903	Arturo Brizio Carter (MEX)		1994_USA_FS.htm
331	71528	Sweden	Russia	3-1	False	False	GROUP STAGE	False	1994	24-06-1994 (19:30 h)	19:30 	Pontiac Silverdome (Detroit)	USA	42.64579	-83.254856	JoÃ«l Quiniou (FRA)		1994_USA_FS.htm
332	72404	Saudi Arabia	Morocco	2-1	False	False	GROUP STAGE	False	1994	25-06-1994 (12:30 h)	12:30 	Giants Stadium (New Jersey, New York)	USA	40.81284	-74.074209	Philip Don (ENG)		1994_USA_FS.htm
333	62387	Belgium	Netherlands	1-0	False	False	GROUP STAGE	False	1994	25-06-1994 (12:30 h)	12:30 	Citrus Bowl (Orlando)	USA	28.538604	-81.402564	Renato Marsiglia (BRA)		1994_USA_FS.htm
