b'id',b'key',b'value',b'type' 
b'21384895',b'highway',b'service',b'regular'
b'21384895',b'cfcc',b'A41',b'tiger'
b'21384895',b'county',"b'Summit, OH'",b'tiger'
b'21384895',b'reviewed',b'no',b'tiger'
b'21385596',b'gauge',b'1435',b'regular'
b'21385596',b'railway',b'rail',b'regular'
b'21385596',b'service',b'yard',b'regular'
b'21385596',b'cfcc',b'B11',b'tiger'
b'21385596',b'electrified',b'no',b'regular'
b'21385596',b'county',"b'Summit, OH'",b'tiger'
b'21385596',b'reviewed',b'no',b'tiger'
b'21386290',b'oneway',b'yes',b'regular'
b'21386290',b'highway',b'motorway_link',b'regular'
b'21386290',b'cfcc',b'A63',b'tiger'
b'21386290',b'tlid',b'61390122:61391568:61390111',b'tiger'
b'21386290',b'county',"b'Summit, OH'",b'tiger'
b'21386290',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'21386290',b'reviewed',b'no',b'tiger'
b'21386290',b'upload_uuid',b'bulk_upload.pl-0c045bd8-0510-4646-99bd-5e0d728c0287',b'tiger'
b'21387065',b'highway',b'residential',b'regular'
b'21387065',b'cfcc',b'A41',b'tiger'
b'21387065',b'tlid',b'61382094',b'tiger'
b'21387065',b'county',"b'Summit, OH'",b'tiger'
b'21387065',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'21387065',b'reviewed',b'no',b'tiger'
b'21387065',b'separated',b'no',b'tiger'
b'21387065',b'upload_uuid',b'bulk_upload.pl-0c045bd8-0510-4646-99bd-5e0d728c0287',b'tiger'
b'21388072',b'highway',b'residential',b'regular'
b'21388072',b'cfcc',b'A41',b'tiger'
b'21388072',b'tlid',b'61397423',b'tiger'
b'21388072',b'county',"b'Summit, OH'",b'tiger'
b'21388072',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'21388072',b'reviewed',b'no',b'tiger'
b'21388072',b'separated',b'no',b'tiger'
b'21388072',b'upload_uuid',b'bulk_upload.pl-0c045bd8-0510-4646-99bd-5e0d728c0287',b'tiger'
b'21388929',b'oneway',b'yes',b'regular'
b'21388929',b'highway',b'secondary_link',b'regular'
b'21388929',b'cfcc',b'A41',b'tiger'
b'21388929',b'county',"b'Summit, OH'",b'tiger'
b'21388929',b'reviewed',b'no',b'tiger'
b'21389418',b'gauge',b'1435',b'regular'
b'21389418',b'railway',b'rail',b'regular'
b'21389418',b'service',b'spur',b'regular'
b'21389418',b'cfcc',b'B11',b'tiger'
b'21389418',b'electrified',b'no',b'regular'
b'21389418',b'county',"b'Summit, OH'",b'tiger'
b'21389418',b'reviewed',b'no',b'tiger'
b'21390290',b'railway',b'abandoned',b'regular'
b'21390290',b'cfcc',b'B11',b'tiger'
b'21390290',b'tlid',b'61394304:61399141:61399142',b'tiger'
b'21390290',b'county',"b'Summit, OH'",b'tiger'
b'21390290',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'21390290',b'reviewed',b'no',b'tiger'
b'21390290',b'name_base',b'Chessie Railroad',b'tiger'
b'21390290',b'upload_uuid',b'bulk_upload.pl-0c045bd8-0510-4646-99bd-5e0d728c0287',b'tiger'
b'21390899',b'name',b'Hoctor Avenue',b'regular'
b'21390899',b'highway',b'residential',b'regular'
b'21390899',b'cfcc',b'A41',b'tiger'
b'21390899',b'county',"b'Summit, OH'",b'tiger'
b'21390899',b'reviewed',b'no',b'tiger'
b'21390899',b'zip_left',b'44203',b'tiger'
b'21390899',b'name_base',b'Hoctor',b'tiger'
b'21390899',b'name_type',b'Ave',b'tiger'
b'21390899',b'zip_right',b'44203',b'tiger'
b'21391538',b'name',b'Chestnut Boulevard',b'regular'
b'21391538',b'highway',b'tertiary',b'regular'
b'21391538',b'maxspeed',b'25 mph',b'regular'
b'21391538',b'cfcc',b'A41',b'tiger'
b'21391538',b'county',"b'Summit, OH'",b'tiger'
b'21391538',b'reviewed',b'yes',b'tiger'
b'21391538',b'zip_left',b'44223',b'tiger'
b'21391538',b'name_base',b'Chestnut',b'tiger'
b'21391538',b'name_type',b'Blvd',b'tiger'
b'21391538',b'zip_right',b'44223',b'tiger'
b'21392238',b'name',b'Deluxe Avenue',b'regular'
b'21392238',b'highway',b'residential',b'regular'
b'21392238',b'maxspeed',b'25 mph',b'regular'
b'21392238',b'cfcc',b'A41',b'tiger'
b'21392238',b'county',"b'Summit, OH'",b'tiger'
b'21392238',b'reviewed',b'yes',b'tiger'
b'21392238',b'zip_left',b'44319',b'tiger'
b'21392238',b'name_base',b'Deluxe',b'tiger'
b'21392238',b'name_type',b'Ave',b'tiger'
b'21392238',b'zip_right',b'44306',b'tiger'
b'21392941',b'name',b'Wilbur Avenue',b'regular'
b'21392941',b'highway',b'residential',b'regular'
b'21392941',b'cfcc',b'A41',b'tiger'
b'21392941',b'county',"b'Summit, OH'",b'tiger'
b'21392941',b'reviewed',b'no',b'tiger'
b'21392941',b'zip_left',b'44301',b'tiger'
b'21392941',b'name_base',b'Wilbur',b'tiger'
b'21392941',b'name_type',b'Ave',b'tiger'
b'21392941',b'zip_right',b'44301',b'tiger'
b'21393540',b'name',b'Hidden Valley Road',b'regular'
b'21393540',b'highway',b'residential',b'regular'
b'21393540',b'cfcc',b'A41',b'tiger'
b'21393540',b'county',"b'Summit, OH'",b'tiger'
b'21393540',b'reviewed',b'no',b'tiger'
b'21393540',b'zip_left',b'44333',b'tiger'
b'21393540',b'name_base',b'Hidden Valley',b'tiger'
b'21393540',b'name_type',b'Rd',b'tiger'
b'21393540',b'zip_right',b'44333',b'tiger'
b'21394143',b'name',b'Maplewood Avenue',b'regular'
b'21394143',b'highway',b'residential',b'regular'
b'21394143',b'maxspeed',b'25 mph',b'regular'
b'21394143',b'cfcc',b'A41',b'tiger'
b'21394143',b'county',"b'Summit, OH'",b'tiger'
b'21394143',b'reviewed',b'no',b'tiger'
b'21394143',b'zip_left',b'44278',b'tiger'
b'21394143',b'name_base',b'Maplewood',b'tiger'
b'21394143',b'name_type',b'Ave',b'tiger'
b'21394143',b'zip_right',b'44278',b'tiger'
b'21394688',b'highway',b'residential',b'regular'
b'21394688',b'lanes',b'2',b'regular'
b'21394688',b'maxspeed',b'25 mph',b'regular'
b'21394688',b'name',b'Sunnyview Drive',b'regular'
b'21394688',b'surface',b'asphalt',b'regular'
b'21394688',b'cfcc',b'A41',b'tiger'
b'21394688',b'county',"b'Summit, OH'",b'tiger'
b'21394688',b'name_base',b'Sunnyview',b'tiger'
b'21394688',b'name_type',b'Dr',b'tiger'
b'21394688',b'reviewed',b'yes',b'tiger'
b'21394688',b'zip_left',b'44685',b'tiger'
b'21394688',b'zip_right',b'44685',b'tiger'
b'21395306',b'name',b'Cohasset Drive',b'regular'
b'21395306',b'highway',b'residential',b'regular'
b'21395306',b'cfcc',b'A41',b'tiger'
b'21395306',b'county',"b'Summit, OH'",b'tiger'
b'21395306',b'reviewed',b'no',b'tiger'
b'21395306',b'zip_left',b'44236',b'tiger'
b'21395306',b'name_base',b'Cohasset',b'tiger'
b'21395306',b'name_type',b'Dr',b'tiger'
b'21395306',b'zip_right',b'44236',b'tiger'
b'21396044',b'name',b'Oviatt Drive',b'regular'
b'21396044',b'highway',b'residential',b'regular'
b'21396044',b'cfcc',b'A41',b'tiger'
b'21396044',b'county',"b'Summit, OH'",b'tiger'
b'21396044',b'reviewed',b'no',b'tiger'
b'21396044',b'zip_left',b'44067',b'tiger'
b'21396044',b'name_base',b'Oviatt',b'tiger'
b'21396044',b'name_type',b'Dr',b'tiger'
b'21396044',b'zip_right',b'44067',b'tiger'
b'21396725',b'name',b'Alsace Court',b'regular'
b'21396725',b'highway',b'residential',b'regular'
b'21396725',b'cfcc',b'A41',b'tiger'
b'21396725',b'county',"b'Summit, OH'",b'tiger'
b'21396725',b'reviewed',b'no',b'tiger'
b'21396725',b'zip_left',b'44236',b'tiger'
b'21396725',b'name_base',b'Alsace',b'tiger'
b'21396725',b'name_type',b'Ct',b'tiger'
b'21396725',b'zip_right',b'44236',b'tiger'
b'21397297',b'name',b'Dawes Avenue',b'regular'
b'21397297',b'highway',b'residential',b'regular'
b'21397297',b'maxspeed',b'25 mph',b'regular'
b'21397297',b'cfcc',b'A41',b'tiger'
b'21397297',b'county',"b'Summit, OH'",b'tiger'
b'21397297',b'reviewed',b'yes',b'tiger'
b'21397297',b'zip_left',b'44302',b'tiger'
b'21397297',b'name_base',b'Dawes',b'tiger'
b'21397297',b'name_type',b'Ave',b'tiger'
b'21397297',b'zip_right',b'44302',b'tiger'
b'21397941',b'name',b'South Bay Drive',b'regular'
b'21397941',b'highway',b'residential',b'regular'
b'21397941',b'cfcc',b'A41',b'tiger'
b'21397941',b'county',"b'Summit, OH'",b'tiger'
b'21397941',b'reviewed',b'no',b'tiger'
b'21397941',b'zip_left',b'44319',b'tiger'
b'21397941',b'name_base',b'Bay',b'tiger'
b'21397941',b'name_type',b'Dr',b'tiger'
b'21397941',b'zip_right',b'44319',b'tiger'
b'21397941',b'name_direction_prefix',b'S',b'tiger'
b'21398491',b'name',b'Tamarind Circle',b'regular'
b'21398491',b'highway',b'residential',b'regular'
b'21398491',b'cfcc',b'A41',b'tiger'
b'21398491',b'county',"b'Summit, OH'",b'tiger'
b'21398491',b'reviewed',b'no',b'tiger'
b'21398491',b'zip_left',b'44203',b'tiger'
b'21398491',b'name_base',b'Tamarind',b'tiger'
b'21398491',b'name_type',b'Cir',b'tiger'
b'21398491',b'zip_right',b'44203',b'tiger'
b'21399063',b'name',b'Goodview Avenue',b'regular'
b'21399063',b'highway',b'residential',b'regular'
b'21399063',b'cfcc',b'A41',b'tiger'
b'21399063',b'county',"b'Summit, OH'",b'tiger'
b'21399063',b'reviewed',b'no',b'tiger'
b'21399063',b'zip_left',b'44305',b'tiger'
b'21399063',b'name_base',b'Goodview',b'tiger'
b'21399063',b'name_type',b'Ave',b'tiger'
b'21399063',b'zip_right',b'44305',b'tiger'
b'21399538',b'name',b'Stockbridge Drive',b'regular'
b'21399538',b'highway',b'residential',b'regular'
b'21399538',b'cfcc',b'A41',b'tiger'
b'21399538',b'county',"b'Summit, OH'",b'tiger'
b'21399538',b'reviewed',b'no',b'tiger'
b'21399538',b'name_base',b'Stockbridge',b'tiger'
b'21399538',b'name_type',b'Dr',b'tiger'
b'21400027',b'name',b'Wheeler Lane',b'regular'
b'21400027',b'oneway',b'yes',b'regular'
b'21400027',b'highway',b'service',b'regular'
b'21400027',b'cfcc',b'A41',b'tiger'
b'21400027',b'county',"b'Summit, OH'",b'tiger'
b'21400027',b'zip_left',b'44308',b'tiger'
b'21400027',b'name_base',b'Wheeler',b'tiger'
b'21400027',b'name_type',b'Ln',b'tiger'
b'21400027',b'zip_right',b'44308',b'tiger'
b'21400472',b'name',b'Iredell Street',b'regular'
b'21400472',b'highway',b'residential',b'regular'
b'21400472',b'cfcc',b'A41',b'tiger'
b'21400472',b'county',"b'Summit, OH'",b'tiger'
b'21400472',b'reviewed',b'no',b'tiger'
b'21400472',b'zip_left',b'44310',b'tiger'
b'21400472',b'name_base',b'Iredell',b'tiger'
b'21400472',b'name_type',b'St',b'tiger'
b'21400472',b'zip_right',b'44310',b'tiger'
b'21401106',b'name',b'26th Street',b'regular'
b'21401106',b'highway',b'residential',b'regular'
b'21401106',b'cfcc',b'A41',b'tiger'
b'21401106',b'county',"b'Summit, OH'",b'tiger'
b'21401106',b'reviewed',b'no',b'tiger'
b'21401106',b'name_base',b'26th',b'tiger'
b'21401106',b'name_type',b'St',b'tiger'
b'21401691',b'name',b'Iroquois Avenue',b'regular'
b'21401691',b'highway',b'residential',b'regular'
b'21401691',b'cfcc',b'A41',b'tiger'
b'21401691',b'county',"b'Summit, OH'",b'tiger'
b'21401691',b'reviewed',b'no',b'tiger'
b'21401691',b'zip_left',b'44305',b'tiger'
b'21401691',b'name_base',b'Iroquois',b'tiger'
b'21401691',b'name_type',b'Ave',b'tiger'
b'21401691',b'zip_right',b'44305',b'tiger'
b'21402362',b'name',b'Oxgate Court',b'regular'
b'21402362',b'highway',b'residential',b'regular'
b'21402362',b'cfcc',b'A41',b'tiger'
b'21402362',b'county',"b'Summit, OH'",b'tiger'
b'21402362',b'reviewed',b'no',b'tiger'
b'21402362',b'zip_left',b'44236',b'tiger'
b'21402362',b'name_base',b'Oxgate',b'tiger'
b'21402362',b'name_type',b'Ct',b'tiger'
b'21402362',b'zip_right',b'44236',b'tiger'
b'21403030',b'name',b'Oldham Way',b'regular'
b'21403030',b'highway',b'residential',b'regular'
b'21403030',b'cfcc',b'A41',b'tiger'
b'21403030',b'tlid',b'61372931',b'tiger'
b'21403030',b'county',"b'Summit, OH'",b'tiger'
b'21403030',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'21403030',b'reviewed',b'no',b'tiger'
b'21403030',b'zip_left',b'44224',b'tiger'
b'21403030',b'name_base',b'Oldham',b'tiger'
b'21403030',b'name_type',b'Way',b'tiger'
b'21403030',b'separated',b'no',b'tiger'
b'21403030',b'zip_right',b'44224',b'tiger'
b'21403030',b'upload_uuid',b'bulk_upload.pl-0c045bd8-0510-4646-99bd-5e0d728c0287',b'tiger'
b'21403729',b'name',b'Margate Drive',b'regular'
b'21403729',b'highway',b'residential',b'regular'
b'21403729',b'cfcc',b'A41',b'tiger'
b'21403729',b'county',"b'Summit, OH'",b'tiger'
b'21403729',b'reviewed',b'no',b'tiger'
b'21403729',b'zip_left',b'44313',b'tiger'
b'21403729',b'name_base',b'Margate',b'tiger'
b'21403729',b'name_type',b'Dr',b'tiger'
b'21404362',b'name',b'Yennicook Way',b'regular'
b'21404362',b'access',b'private',b'regular'
b'21404362',b'highway',b'service',b'regular'
b'21404362',b'cfcc',b'A74',b'tiger'
b'21404362',b'tlid',b'61378983',b'tiger'
b'21404362',b'county',"b'Summit, OH'",b'tiger'
b'21404362',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'21404362',b'reviewed',b'no',b'tiger'
b'21404362',b'zip_left',b'44236',b'tiger'
b'21404362',b'name_base',b'Yennicook',b'tiger'
b'21404362',b'name_type',b'Way',b'tiger'
b'21404362',b'zip_right',b'44236',b'tiger'
b'21404362',b'upload_uuid',b'bulk_upload.pl-0c045bd8-0510-4646-99bd-5e0d728c0287',b'tiger'
b'21405138',b'name',b'Brandon Avenue',b'regular'
b'21405138',b'highway',b'residential',b'regular'
b'21405138',b'cfcc',b'A41',b'tiger'
b'21405138',b'county',"b'Summit, OH'",b'tiger'
b'21405138',b'reviewed',b'no',b'tiger'
b'21405138',b'zip_left',b'44305',b'tiger'
b'21405138',b'name_base',b'Brandon',b'tiger'
b'21405138',b'name_type',b'Ave',b'tiger'
b'21405138',b'zip_right',b'44305',b'tiger'
b'21405749',b'name',b'Columbia Road',b'regular'
b'21405749',b'highway',b'residential',b'regular'
b'21405749',b'cfcc',b'A41',b'tiger'
b'21405749',b'county',"b'Summit, OH'",b'tiger'
b'21405749',b'reviewed',b'no',b'tiger'
b'21405749',b'zip_left',b'44286',b'tiger'
b'21405749',b'name_base',b'Columbia',b'tiger'
b'21405749',b'name_type',b'Rd',b'tiger'
b'21405749',b'zip_right',b'44286',b'tiger'
b'21407650',b'name',b'Larchdale Drive',b'regular'
b'21407650',b'highway',b'residential',b'regular'
b'21407650',b'cfcc',b'A41',b'tiger'
b'21407650',b'county',"b'Summit, OH'",b'tiger'
b'21407650',b'reviewed',b'no',b'tiger'
b'21407650',b'zip_left',b'44221',b'tiger'
b'21407650',b'name_base',b'Larchdale',b'tiger'
b'21407650',b'name_type',b'Dr',b'tiger'
b'21407650',b'zip_right',b'44221',b'tiger'
b'21408355',b'name',b'Cessna Drive',b'regular'
b'21408355',b'highway',b'residential',b'regular'
b'21408355',b'cfcc',b'A41',b'tiger'
b'21408355',b'county',"b'Summit, OH'",b'tiger'
b'21408355',b'reviewed',b'no',b'tiger'
b'21408355',b'zip_left',b'44056',b'tiger'
b'21408355',b'name_base',b'Cessna',b'tiger'
b'21408355',b'name_type',b'Dr',b'tiger'
b'21408355',b'zip_right',b'44056',b'tiger'
b'21409002',b'name',b'Plaza Court',b'regular'
b'21409002',b'highway',b'residential',b'regular'
b'21409002',b'cfcc',b'A41',b'tiger'
b'21409002',b'county',"b'Summit, OH'",b'tiger'
b'21409002',b'reviewed',b'no',b'tiger'
b'21409002',b'zip_left',b'44312',b'tiger'
b'21409002',b'name_base',b'Plaza',b'tiger'
b'21409002',b'name_type',b'Ct',b'tiger'
b'21409002',b'zip_right',b'44312',b'tiger'
b'21409436',b'name',b'Elm Street',b'regular'
b'21409436',b'highway',b'residential',b'regular'
b'21409436',b'cfcc',b'A41',b'tiger'
b'21409436',b'county',"b'Summit, OH'",b'tiger'
b'21409436',b'reviewed',b'no',b'tiger'
b'21409436',b'zip_left',b'44236',b'tiger'
b'21409436',b'name_base',b'Elm',b'tiger'
b'21409436',b'name_type',b'St',b'tiger'
b'21409436',b'zip_right',b'44236',b'tiger'
b'21409883',b'name',b'Cromwell Terrace',b'regular'
b'21409883',b'highway',b'residential',b'regular'
b'21409883',b'cfcc',b'A41',b'tiger'
b'21409883',b'county',"b'Summit, OH'",b'tiger'
b'21409883',b'reviewed',b'no',b'tiger'
b'21409883',b'zip_left',b'44313',b'tiger'
b'21409883',b'name_base',b'Cromwell',b'tiger'
b'21409883',b'name_type',b'Ter',b'tiger'
b'21409883',b'zip_right',b'44313',b'tiger'
b'21410390',b'name',b'South Way',b'regular'
b'21410390',b'highway',b'residential',b'regular'
b'21410390',b'cfcc',b'A41',b'tiger'
b'21410390',b'tlid',b'61377187',b'tiger'
b'21410390',b'county',"b'Summit, OH'",b'tiger'
b'21410390',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'21410390',b'reviewed',b'no',b'tiger'
b'21410390',b'zip_left',b'44236',b'tiger'
b'21410390',b'name_base',b'South',b'tiger'
b'21410390',b'name_type',b'Way',b'tiger'
b'21410390',b'separated',b'no',b'tiger'
b'21410390',b'zip_right',b'44236',b'tiger'
b'21410390',b'upload_uuid',b'bulk_upload.pl-0c045bd8-0510-4646-99bd-5e0d728c0287',b'tiger'
b'21410898',b'name',b'West Glencoe Road',b'regular'
b'21410898',b'highway',b'residential',b'regular'
b'21410898',b'cfcc',b'A41',b'tiger'
b'21410898',b'county',"b'Summit, OH'",b'tiger'
b'21410898',b'reviewed',b'no',b'tiger'
b'21410898',b'zip_left',b'44286',b'tiger'
b'21410898',b'name_base',b'Glencoe',b'tiger'
b'21410898',b'name_type',b'Rd',b'tiger'
b'21410898',b'zip_right',b'44286',b'tiger'
b'21410898',b'name_direction_prefix',b'W',b'tiger'
b'21411587',b'name',b'Pickford Avenue',b'regular'
b'21411587',b'highway',b'residential',b'regular'
b'21411587',b'cfcc',b'A41',b'tiger'
b'21411587',b'county',"b'Summit, OH'",b'tiger'
b'21411587',b'reviewed',b'no',b'tiger'
b'21411587',b'zip_left',b'44320',b'tiger'
b'21411587',b'name_base',b'Pickford',b'tiger'
b'21411587',b'name_type',b'Ave',b'tiger'
b'21411587',b'zip_right',b'44320',b'tiger'
b'21412115',b'name',b'Ridgewood Drive',b'regular'
b'21412115',b'highway',b'residential',b'regular'
b'21412115',b'cfcc',b'A41',b'tiger'
b'21412115',b'county',"b'Summit, OH'",b'tiger'
b'21412115',b'reviewed',b'no',b'tiger'
b'21412115',b'zip_left',b'44087',b'tiger'
b'21412115',b'name_base',b'Ridgewood',b'tiger'
b'21412115',b'name_type',b'Dr',b'tiger'
b'21412115',b'zip_right',b'44087',b'tiger'
b'21412847',b'name',b'Bluejay Trail',b'regular'
b'21412847',b'highway',b'residential',b'regular'
b'21412847',b'cfcc',b'A41',b'tiger'
b'21412847',b'county',"b'Summit, OH'",b'tiger'
b'21412847',b'reviewed',b'no',b'tiger'
b'21412847',b'zip_left',b'44056',b'tiger'
b'21412847',b'name_base',b'Bluejay',b'tiger'
b'21412847',b'name_type',b'Trl',b'tiger'
b'21412847',b'zip_right',b'44056',b'tiger'
b'21413439',b'name',b'Barbara Avenue',b'regular'
b'21413439',b'highway',b'residential',b'regular'
b'21413439',b'cfcc',b'A41',b'tiger'
b'21413439',b'county',"b'Summit, OH'",b'tiger'
b'21413439',b'reviewed',b'no',b'tiger'
b'21413439',b'zip_left',b'44306',b'tiger'
b'21413439',b'name_base',b'Barbara',b'tiger'
b'21413439',b'name_type',b'Ave',b'tiger'
b'21413439',b'zip_right',b'44306',b'tiger'
b'21414192',b'name',b'Somerset Court',b'regular'
b'21414192',b'highway',b'residential',b'regular'
b'21414192',b'cfcc',b'A41',b'tiger'
b'21414192',b'county',"b'Summit, OH'",b'tiger'
b'21414192',b'reviewed',b'no',b'tiger'
b'21414192',b'zip_left',b'44067',b'tiger'
b'21414192',b'name_base',b'Somerset',b'tiger'
b'21414192',b'name_type',b'Ct',b'tiger'
b'21414192',b'zip_right',b'44067',b'tiger'
b'21414732',b'name',b'Meadow Gate',b'regular'
b'21414732',b'access',b'private',b'regular'
b'21414732',b'highway',b'residential',b'regular'
b'21414732',b'cfcc',b'A74',b'tiger'
b'21414732',b'county',"b'Summit, OH'",b'tiger'
b'21414732',b'reviewed',b'no',b'tiger'
b'21414732',b'zip_left',b'44313',b'tiger'
b'21414732',b'name_base',b'Meadow Gate',b'tiger'
b'21414732',b'zip_right',b'44313',b'tiger'
b'21415235',b'name',b'Orchard Court',b'regular'
b'21415235',b'highway',b'residential',b'regular'
b'21415235',b'cfcc',b'A41',b'tiger'
b'21415235',b'county',"b'Summit, OH'",b'tiger'
b'21415235',b'reviewed',b'no',b'tiger'
b'21415235',b'zip_left',b'44203',b'tiger'
b'21415235',b'name_base',b'Orchard',b'tiger'
b'21415235',b'name_type',b'Ct',b'tiger'
b'21415235',b'zip_right',b'44203',b'tiger'
b'21416417',b'name',b'Larchmont Road',b'regular'
b'21416417',b'highway',b'residential',b'regular'
b'21416417',b'cfcc',b'A41',b'tiger'
b'21416417',b'county',"b'Summit, OH'",b'tiger'
b'21416417',b'reviewed',b'no',b'tiger'
b'21416417',b'zip_left',b'44313',b'tiger'
b'21416417',b'name_base',b'Larchmont',b'tiger'
b'21416417',b'name_type',b'Rd',b'tiger'
b'21416417',b'zip_right',b'44313',b'tiger'
b'21417052',b'name',b'Lockert Court',b'regular'
b'21417052',b'highway',b'residential',b'regular'
b'21417052',b'cfcc',b'A41',b'tiger'
b'21417052',b'county',"b'Summit, OH'",b'tiger'
b'21417052',b'reviewed',b'no',b'tiger'
b'21417052',b'zip_left',b'44311',b'tiger'
b'21417052',b'name_base',b'Lockert',b'tiger'
b'21417052',b'name_type',b'Ct',b'tiger'
b'21417052',b'zip_right',b'44311',b'tiger'
b'21417586',b'name',b'Mona Court',b'regular'
b'21417586',b'highway',b'residential',b'regular'
b'21417586',b'cfcc',b'A41',b'tiger'
b'21417586',b'county',"b'Summit, OH'",b'tiger'
b'21417586',b'reviewed',b'no',b'tiger'
b'21417586',b'zip_left',b'44319',b'tiger'
b'21417586',b'name_base',b'Mona',b'tiger'
b'21417586',b'name_type',b'Ct',b'tiger'
b'21417586',b'zip_right',b'44319',b'tiger'
b'21417982',b'name',b'Armante Court',b'regular'
b'21417982',b'highway',b'residential',b'regular'
b'21417982',b'cfcc',b'A41',b'tiger'
b'21417982',b'county',"b'Summit, OH'",b'tiger'
b'21417982',b'reviewed',b'no',b'tiger'
b'21417982',b'zip_left',b'44313',b'tiger'
b'21417982',b'name_base',b'Armante',b'tiger'
b'21417982',b'name_type',b'Ct',b'tiger'
b'21417982',b'zip_right',b'44313',b'tiger'
b'21418643',b'name',b'Stabler Road',b'regular'
b'21418643',b'highway',b'residential',b'regular'
b'21418643',b'cfcc',b'A41',b'tiger'
b'21418643',b'county',"b'Summit, OH'",b'tiger'
b'21418643',b'reviewed',b'no',b'tiger'
b'21418643',b'zip_left',b'44313',b'tiger'
b'21418643',b'name_base',b'Stabler',b'tiger'
b'21418643',b'name_type',b'Rd',b'tiger'
b'21418643',b'zip_right',b'44313',b'tiger'
b'21419115',b'name',b'Stephens Road',b'regular'
b'21419115',b'highway',b'residential',b'regular'
b'21419115',b'cfcc',b'A41',b'tiger'
b'21419115',b'county',"b'Summit, OH'",b'tiger'
b'21419115',b'reviewed',b'no',b'tiger'
b'21419115',b'zip_left',b'44312',b'tiger'
b'21419115',b'name_base',b'Stephens',b'tiger'
b'21419115',b'name_type',b'Rd',b'tiger'
b'21419115',b'zip_right',b'44312',b'tiger'
b'21419586',b'name',b'Fairway Drive',b'regular'
b'21419586',b'highway',b'residential',b'regular'
b'21419586',b'maxspeed',b'25 mph',b'regular'
b'21419586',b'sidewalk',b'no',b'regular'
b'21419586',b'cfcc',b'A41',b'tiger'
b'21419586',b'county',"b'Summit, OH'",b'tiger'
b'21419586',b'reviewed',b'yes',b'tiger'
b'21419586',b'zip_left',b'44685',b'tiger'
b'21419586',b'name_base',b'Fairway',b'tiger'
b'21419586',b'name_type',b'Dr',b'tiger'
b'21419586',b'zip_right',b'44685',b'tiger'
b'21420517',b'name',b'Ridge Side Court',b'regular'
b'21420517',b'highway',b'residential',b'regular'
b'21420517',b'cfcc',b'A41',b'tiger'
b'21420517',b'county',"b'Summit, OH'",b'tiger'
b'21420517',b'reviewed',b'no',b'tiger'
b'21420517',b'zip_left',b'44262',b'tiger'
b'21420517',b'name_base',b'Ridge Side',b'tiger'
b'21420517',b'name_type',b'Ct',b'tiger'
b'21420517',b'zip_right',b'44262',b'tiger'
b'21421094',b'name',b'Bristol Court',b'regular'
b'21421094',b'highway',b'residential',b'regular'
b'21421094',b'cfcc',b'A41',b'tiger'
b'21421094',b'county',"b'Summit, OH'",b'tiger'
b'21421094',b'reviewed',b'no',b'tiger'
b'21421094',b'zip_left',b'44236',b'tiger'
b'21421094',b'name_base',b'Bristol',b'tiger'
b'21421094',b'name_type',b'Ct',b'tiger'
b'21421094',b'zip_right',b'44236',b'tiger'
b'21421731',b'name',b'Anderson Avenue',b'regular'
b'21421731',b'highway',b'residential',b'regular'
b'21421731',b'cfcc',b'A41',b'tiger'
b'21421731',b'county',"b'Summit, OH'",b'tiger'
b'21421731',b'reviewed',b'no',b'tiger'
b'21421731',b'zip_left',b'44306',b'tiger'
b'21421731',b'name_base',b'Anderson',b'tiger'
b'21421731',b'name_type',b'Ave',b'tiger'
b'21421731',b'zip_right',b'44306',b'tiger'
b'21422515',b'name',b'May Avenue',b'regular'
b'21422515',b'highway',b'residential',b'regular'
b'21422515',b'cfcc',b'A41',b'tiger'
b'21422515',b'county',"b'Summit, OH'",b'tiger'
b'21422515',b'reviewed',b'no',b'tiger'
b'21422515',b'zip_left',b'44221',b'tiger'
b'21422515',b'name_base',b'May',b'tiger'
b'21422515',b'name_type',b'Ave',b'tiger'
b'21422515',b'zip_right',b'44221',b'tiger'
b'21423150',b'name',b'Boston Avenue',b'regular'
b'21423150',b'highway',b'residential',b'regular'
b'21423150',b'maxspeed',b'25 mph',b'regular'
b'21423150',b'cfcc',b'A41',b'tiger'
b'21423150',b'county',"b'Summit, OH'",b'tiger'
b'21423150',b'reviewed',b'yes',b'tiger'
b'21423150',b'zip_left',b'44319',b'tiger'
b'21423150',b'name_base',b'Boston',b'tiger'
b'21423150',b'name_type',b'Ave',b'tiger'
b'21423150',b'zip_right',b'44319',b'tiger'
b'21423707',b'name',b'Goshen Drive',b'regular'
b'21423707',b'highway',b'residential',b'regular'
b'21423707',b'cfcc',b'A41',b'tiger'
b'21423707',b'county',"b'Summit, OH'",b'tiger'
b'21423707',b'reviewed',b'no',b'tiger'
b'21423707',b'zip_left',b'44236',b'tiger'
b'21423707',b'name_base',b'Goshen',b'tiger'
b'21423707',b'name_type',b'Dr',b'tiger'
b'21423707',b'zip_right',b'44236',b'tiger'
b'21424293',b'name',b'Oneida Avenue',b'regular'
